genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
262698.4	Brucella abortus bv. 1 str. 9-941	NC_006932	PATRIC	source					1	2124241	+	2124241								
262698.4	Brucella abortus bv. 1 str. 9-941	NC_006932	PATRIC	CDS	fig|262698.4.peg.1		VBIBruAbo15061_0001		619	735	-	117		hypothetical protein	FIG00450690	PLF_234_00002778	PGF_00345022			
262698.4	Brucella abortus bv. 1 str. 9-941	NC_006932	PATRIC	CDS	fig|262698.4.peg.2	BruAb1_0001	VBIBruAbo15061_0002	Q57G10	691	2274	+	1584	dnaA	Chromosomal replication initiator protein DnaA	FIG00000441	PLF_234_00000530	PGF_03750571			
262698.4	Brucella abortus bv. 1 str. 9-941	NC_006932	PATRIC	CDS	fig|262698.4.peg.3	BruAb1_0002	VBIBruAbo15061_0003	Q57G09	2566	3696	+	1131	dnaN	DNA polymerase III beta subunit (EC 2.7.7.7)	FIG00066425	PLF_234_00000785	PGF_00421498	GO:0003887|DNA-directed DNA polymerase activity	2.7.7.7|DNA-directed DNA polymerase	00230|Purine metabolism;00240|Pyrimidine metabolism
262698.4	Brucella abortus bv. 1 str. 9-941	NC_006932	PATRIC	CDS	fig|262698.4.peg.4	BruAb1_0003	VBIBruAbo15061_0004	Q57G08	3878	5032	+	1155	recF	DNA recombination and repair protein RecF	FIG00000412	PLF_234_00000647	PGF_00421733			
262698.4	Brucella abortus bv. 1 str. 9-941	NC_006932	PATRIC	CDS	fig|262698.4.peg.5	BruAb1_0004	VBIBruAbo15061_0005	Q57G07	5070	5852	+	783	moeB	Molybdopterin-synthase adenylyltransferase (EC 2.7.7.80)	FIG00001230	PLF_234_00000668	PGF_01104399	GO:0061605|molybdopterin-synthase adenylyltransferase activity	2.7.7.80|Molybdopterin-synthase adenylyltransferase	
262698.4	Brucella abortus bv. 1 str. 9-941	NC_006932	PATRIC	CDS	fig|262698.4.peg.6	BruAb1_0005	VBIBruAbo15061_0006	Q57G06	5869	6825	-	957		D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	FIG00031250	PLF_234_00000782	PGF_02937881	GO:0004617|phosphoglycerate dehydrogenase activity	1.1.1.95|Phosphoglycerate dehydrogenase	00260|Glycine, serine and threonine metabolism;00680|Methane metabolism
262698.4	Brucella abortus bv. 1 str. 9-941	NC_006932	PATRIC	CDS	fig|262698.4.peg.7	BruAb1_0006	VBIBruAbo15061_0007	Q57G05	6822	8447	-	1626		ABC transporter, ATP-binding protein (cluster 5, nickel/peptides/opines) / ABC transporter, ATP-binding protein (cluster 5, nickel/peptides/opines)	FIG00945384	PLF_234_00000764	PGF_00070754			
262698.4	Brucella abortus bv. 1 str. 9-941	NC_006932	PATRIC	CDS	fig|262698.4.peg.8	BruAb1_0007	VBIBruAbo15061_0008	Q57G04	8471	9610	-	1140		ABC transporter, permease protein 2 (cluster 5, nickel/peptides/opines)	FIG00455853	PLF_234_00000838	PGF_05643076			
262698.4	Brucella abortus bv. 1 str. 9-941	NC_006932	PATRIC	CDS	fig|262698.4.peg.9	BruAb1_0008	VBIBruAbo15061_0009	Q57G03	9610	10707	-	1098		ABC transporter, permease protein 1 (cluster 5, nickel/peptides/opines)	FIG00945384	PLF_234_00000419	PGF_00040922			
262698.4	Brucella abortus bv. 1 str. 9-941	NC_006932	PATRIC	CDS	fig|262698.4.peg.10	BruAb1_0009	VBIBruAbo15061_0010	Q57G02	10819	12666	-	1848		ABC transporter, substrate-binding protein (cluster 5, nickel/peptides/opines)	FIG00456025	PLF_234_00000436	PGF_00222644			
262698.4	Brucella abortus bv. 1 str. 9-941	NC_006932	PATRIC	CDS	fig|262698.4.peg.11	BruAb1_0010	VBIBruAbo15061_0011	Q57G01	12680	14548	-	1869		ABC transporter, substrate-binding protein (cluster 5, nickel/peptides/opines)	FIG01115339	PLF_234_00000595	PGF_00222644			
262698.4	Brucella abortus bv. 1 str. 9-941	NC_006932	PATRIC	CDS	fig|262698.4.peg.12		VBIBruAbo15061_0012		14462	14608	+	147		hypothetical protein	FIG00450479	PLF_234_00000616	PGF_00124342			
262698.4	Brucella abortus bv. 1 str. 9-941	NC_006932	PATRIC	CDS	fig|262698.4.peg.13	BruAb1_0011	VBIBruAbo15061_0013	Q57G00	14779	15102	-	324		hypothetical protein	FIG00450214	PLF_234_00003500	PGF_01031260			
262698.4	Brucella abortus bv. 1 str. 9-941	NC_006932	PATRIC	CDS	fig|262698.4.peg.14	BruAb1_0012	VBIBruAbo15061_0014	Q57FZ9	15148	15348	-	201		FIG00450919: hypothetical protein	FIG00450918	PLF_234_00001322	PGF_00426177			
262698.4	Brucella abortus bv. 1 str. 9-941	NC_006932	PATRIC	CDS	fig|262698.4.peg.15	BruAb1_0013	VBIBruAbo15061_0015	Q57FZ8	15388	15738	-	351		hypothetical protein	FIG00450131	PLF_234_00003422	PGF_01031192			
262698.4	Brucella abortus bv. 1 str. 9-941	NC_006932	PATRIC	CDS	fig|262698.4.peg.16		VBIBruAbo15061_0016		16003	16458	-	456		ABC transporter, substrate-binding protein (cluster 4, leucine/isoleucine/valine/benzoate)	FIG01437392	PLF_234_00000105	PGF_04341281			
