genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
1844051.3	Brucella sp. 09RB8910 strain 09RB8910	CP019390	PATRIC	repeat_region	fig|1844051.3.repeat.1				1	12739	+	12739		repeat region						
1844051.3	Brucella sp. 09RB8910 strain 09RB8910	CP019390	PATRIC	CDS	fig|1844051.3.peg.1				2	103	-	102		RND efflux system, inner membrane transporter	FIG00132942	PLF_234_00000204	PGF_04267011			
1844051.3	Brucella sp. 09RB8910 strain 09RB8910	CP019390	PATRIC	CDS	fig|1844051.3.peg.2				118	531	-	414		RND efflux system, inner membrane transporter	FIG00132942	PLF_234_00000204	PGF_04267011			
1844051.3	Brucella sp. 09RB8910 strain 09RB8910	CP019390	PATRIC	CDS	fig|1844051.3.peg.3				590	1549	-	960		RND efflux system, inner membrane transporter	FIG00132942	PLF_234_00000204	PGF_04267011			
1844051.3	Brucella sp. 09RB8910 strain 09RB8910	CP019390	PATRIC	CDS	fig|1844051.3.peg.4	BKD02_00015			1559	2707	-	1149		RND efflux system, membrane fusion protein	FIG00229283	PLF_234_00000912	PGF_01910375			
1844051.3	Brucella sp. 09RB8910 strain 09RB8910	CP019390	PATRIC	CDS	fig|1844051.3.peg.5	BKD02_00020			2848	3414	+	567		Transcriptional regulator, AcrR family	FIG00554417	PLF_234_00002379	PGF_01207141			
1844051.3	Brucella sp. 09RB8910 strain 09RB8910	CP019390	PATRIC	CDS	fig|1844051.3.peg.6	BKD02_00025			3451	4584	-	1134		Queuine tRNA-ribosyltransferase (EC 2.4.2.29)	FIG00000274	PLF_234_00000106	PGF_02061452	GO:0008479|queuine tRNA-ribosyltransferase activity	2.4.2.29|tRNA-guanine(34) transglycosylase	
1844051.3	Brucella sp. 09RB8910 strain 09RB8910	CP019390	PATRIC	CDS	fig|1844051.3.peg.7	BKD02_00030			4581	5018	-	438		S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17)	FIG00000334	PLF_234_00001046	PGF_00049362		2.4.99.17|S-adenosylmethionine:tRNA ribosyltransferase-isomerase	
1844051.3	Brucella sp. 09RB8910 strain 09RB8910	CP019390	PATRIC	CDS	fig|1844051.3.peg.8				5027	5671	-	645		S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17)	FIG00000334	PLF_234_00001046	PGF_00049362		2.4.99.17|S-adenosylmethionine:tRNA ribosyltransferase-isomerase	
1844051.3	Brucella sp. 09RB8910 strain 09RB8910	CP019390	PATRIC	CDS	fig|1844051.3.peg.9	BKD02_00035			5793	6299	-	507		Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	FIG01955868	PLF_234_00001199	PGF_02357230	GO:0003755|peptidyl-prolyl cis-trans isomerase activity	5.2.1.8|Peptidylprolyl isomerase	
1844051.3	Brucella sp. 09RB8910 strain 09RB8910	CP019390	PATRIC	CDS	fig|1844051.3.peg.10	BKD02_00040			6362	6952	-	591		Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	FIG01955868	PLF_234_00001672	PGF_02357230	GO:0003755|peptidyl-prolyl cis-trans isomerase activity	5.2.1.8|Peptidylprolyl isomerase	
1844051.3	Brucella sp. 09RB8910 strain 09RB8910	CP019390	PATRIC	CDS	fig|1844051.3.peg.11	BKD02_00045			6973	7467	-	495		Phosphopantetheine adenylyltransferase (EC 2.7.7.3)	FIG00000261	PLF_234_00001681	PGF_00033877	GO:0004595|pantetheine-phosphate adenylyltransferase activity	2.7.7.3|Pantetheine-phosphate adenylyltransferase	00770|Pantothenate and CoA biosynthesis
1844051.3	Brucella sp. 09RB8910 strain 09RB8910	CP019390	PATRIC	CDS	fig|1844051.3.peg.12				7662	7811	+	150		FIG00450510: hypothetical protein	FIG00450509	PLF_234_00001914	PGF_00426128			
1844051.3	Brucella sp. 09RB8910 strain 09RB8910	CP019390	PATRIC	CDS	fig|1844051.3.peg.13	BKD02_00050			8012	10780	-	2769		DNA gyrase subunit A (EC 5.99.1.3)	FIG00000080	PLF_234_00000705	PGF_03272313	GO:0003918|DNA topoisomerase type II (ATP-hydrolyzing) activity	5.99.1.3|DNA topoisomerase (ATP-hydrolyzing)	
1844051.3	Brucella sp. 09RB8910 strain 09RB8910	CP019390	PATRIC	CDS	fig|1844051.3.peg.14	BKD02_00055			11068	11697	+	630		MarC family integral membrane protein	FIG00884104	PLF_234_00001173	PGF_00023326			
1844051.3	Brucella sp. 09RB8910 strain 09RB8910	CP019390	PATRIC	CDS	fig|1844051.3.peg.15	BKD02_00060			11788	12366	-	579		Ribose 1,5-bisphosphate phosphokinase PhnN (EC 2.7.4.23)		PLF_234_00000484	PGF_02604083	GO:0033863|ribose 1,5-bisphosphate phosphokinase activity	2.7.4.23|Ribose 1,5-bisphosphate phosphokinase	00030|Pentose phosphate pathway
1844051.3	Brucella sp. 09RB8910 strain 09RB8910	CP019390	PATRIC	CDS	fig|1844051.3.peg.16				12553	13176	+	624		Transcriptional regulator PhnF	FIG00001423	PLF_234_00002702	PGF_02087077			
1844051.3	Brucella sp. 09RB8910 strain 09RB8910	CP019390	PATRIC	repeat_region	fig|1844051.3.repeat.2				12751	13296	+	546		repeat region						
1844051.3	Brucella sp. 09RB8910 strain 09RB8910	CP019390	PATRIC	CDS	fig|1844051.3.peg.17	BKD02_00070			13433	13942	-	510		Single-stranded DNA-binding protein	FIG00077620	PLF_234_00002372	PGF_00410883			
