genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
224914.11	Brucella melitensis bv. 1 str. 16M	NC_003317	PATRIC	source					1	2117144	+	2117144								
224914.11	Brucella melitensis bv. 1 str. 16M	NC_003317	PATRIC	CDS	fig|224914.11.peg.1	BMEI0001	VBIBruMel92729_0001	D0B3V5;Q8YJT1	192	1217	+	1026	hemE	Uroporphyrinogen III decarboxylase (EC 4.1.1.37)	FIG00000428	PLF_234_00000930	PGF_00066270	GO:0004853|uroporphyrinogen decarboxylase activity	4.1.1.37|Uroporphyrinogen decarboxylase	00860|Porphyrin and chlorophyll metabolism
224914.11	Brucella melitensis bv. 1 str. 16M	NC_003317	PATRIC	CDS	fig|224914.11.peg.2	BMEI0002	VBIBruMel92729_0002	Q8YJT0	1214	1750	+	537		Protoporphyrinogen IX oxidase, novel form, HemJ (EC 1.3.-.-)	FIG00001019	PLF_234_00002355	PGF_00038879		1.3.-.-|Acting on the CH-CH group of donors.	00351|1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane (DDT) degradation;00363|Bisphenol A degradation;00624|1- and 2-Methylnaphthalene degradation
224914.11	Brucella melitensis bv. 1 str. 16M	NC_003317	PATRIC	CDS	fig|224914.11.peg.3	BMEI0003	VBIBruMel92729_0003	Q8YJS9	2132	3397	+	1266	rho	Transcription termination factor Rho	FIG00000392	PLF_234_00001238	PGF_00057483	GO:0003715|transcription termination factor activity;GO:0003723|RNA binding;GO:0005524|ATP binding;GO:0006353|transcription termination;GO:0015986|ATP synthesis coupled proton transport;GO:0016469|proton-transporting two-sector ATPase complex		
224914.11	Brucella melitensis bv. 1 str. 16M	NC_003317	PATRIC	CDS	fig|224914.11.peg.4	BMEI0004	VBIBruMel92729_0004	Q8YJS8	3482	3856	-	375		Uncharacterized protein YyaL	FIG00000175	PLF_234_00000161	PGF_04866046			
224914.11	Brucella melitensis bv. 1 str. 16M	NC_003317	PATRIC	CDS	fig|224914.11.peg.5	BMEI0005	VBIBruMel92729_0005	Q8YJS7	3984	5411	-	1428		Uncharacterized protein YyaL	FIG00000175	PLF_234_00000161	PGF_04866046			
224914.11	Brucella melitensis bv. 1 str. 16M	NC_003317	PATRIC	CDS	fig|224914.11.peg.6	BMEI0006	VBIBruMel92729_0006	D0B3V1;Q8YJS6	5526	6854	+	1329	trmE	tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmE	FIG00000279	PLF_234_00001591	PGF_00007057			
224914.11	Brucella melitensis bv. 1 str. 16M	NC_003317	PATRIC	CDS	fig|224914.11.peg.7	BMEI0007	VBIBruMel92729_0007	Q8YJS5	7081	8991	+	1911		tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmG	FIG00000576	PLF_234_00001073	PGF_00413300			
224914.11	Brucella melitensis bv. 1 str. 16M	NC_003317	PATRIC	CDS	fig|224914.11.peg.8	BMEI0008	VBIBruMel92729_0008	D0B3U8;Q8YJS4	8988	9629	+	642	gidB	16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170)	FIG01089612	PLF_234_00001266	PGF_00008838		2.1.1.170|16S rRNA (guanine(527)-N(7))-methyltransferase	
224914.11	Brucella melitensis bv. 1 str. 16M	NC_003317	PATRIC	CDS	fig|224914.11.peg.9	BMEI0009	VBIBruMel92729_0009	Q8YJS3	9682	10479	+	798		Chromosome (plasmid) partitioning protein ParA	FIG00006461	PLF_234_00001522	PGF_01296193			
224914.11	Brucella melitensis bv. 1 str. 16M	NC_003317	PATRIC	CDS	fig|224914.11.peg.10	BMEI0010	VBIBruMel92729_0010	Q8YJS2	10523	11404	+	882		Chromosome (plasmid) partitioning protein ParB	FIG00021843	PLF_234_00001118	PGF_01079016			
224914.11	Brucella melitensis bv. 1 str. 16M	NC_003317	PATRIC	CDS	fig|224914.11.peg.11	BMEI0011	VBIBruMel92729_0011	Q8YJS1	11498	12541	-	1044	holA	DNA polymerase III delta subunit (EC 2.7.7.7)	FIG00106663	PLF_234_00001131	PGF_02505159	GO:0003887|DNA-directed DNA polymerase activity	2.7.7.7|DNA-directed DNA polymerase	00230|Purine metabolism;00240|Pyrimidine metabolism
