genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
1388742.3	Brucella suis 06-997-1672	AXMW01000001	PATRIC	source					1	361520	+	361520								
1388742.3	Brucella suis 06-997-1672	AXMW01000001	PATRIC	CDS	fig|1388742.3.peg.1	P046_00002	VBIBruSui301036_0001		159	2243	-	2085		Translation elongation factor G	FIG00063189	PLF_234_00002524	PGF_00060409	GO:0005525|GTP binding;GO:0006412|translation		
1388742.3	Brucella suis 06-997-1672	AXMW01000001	PATRIC	CDS	fig|1388742.3.peg.2	P046_00003	VBIBruSui301036_0002		2274	2744	-	471		SSU ribosomal protein S7p (S5e)	FIG00000209	PLF_234_00002369	PGF_00049904	GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation		
1388742.3	Brucella suis 06-997-1672	AXMW01000001	PATRIC	CDS	fig|1388742.3.peg.3	P046_00004	VBIBruSui301036_0003		2811	2942	-	132		SSU ribosomal protein S12p (S23e)	FIG00000203	PLF_234_00002366	PGF_00049838	GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation		
1388742.3	Brucella suis 06-997-1672	AXMW01000001	PATRIC	CDS	fig|1388742.3.peg.4		VBIBruSui301036_0004		2967	3185	+	219		hypothetical protein	FIG00451081	PLF_234_00003077	PGF_03162928			
1388742.3	Brucella suis 06-997-1672	AXMW01000001	PATRIC	CDS	fig|1388742.3.peg.5		VBIBruSui301036_0005		3272	3406	-	135		hypothetical protein	FIG00450824	PLF_234_00003466	PGF_01031232			
1388742.3	Brucella suis 06-997-1672	AXMW01000001	PATRIC	CDS	fig|1388742.3.peg.6	P046_00005	VBIBruSui301036_0006		3695	3985	+	291		FIG01306805: hypothetical protein	FIG00450672	PLF_234_00002298	PGF_00002425			
1388742.3	Brucella suis 06-997-1672	AXMW01000001	PATRIC	CDS	fig|1388742.3.peg.7	P046_00006	VBIBruSui301036_0007		4092	8294	-	4203		DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)	FIG00000242	PLF_234_00000960	PGF_02704551	GO:0003899|DNA-directed RNA polymerase activity	2.7.7.6|DNA-directed RNA polymerase	00230|Purine metabolism;00240|Pyrimidine metabolism
1388742.3	Brucella suis 06-997-1672	AXMW01000001	PATRIC	CDS	fig|1388742.3.peg.8	P046_00007	VBIBruSui301036_0008		8443	12576	-	4134		DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)	FIG00000156	PLF_234_00000959	PGF_02797402	GO:0003899|DNA-directed RNA polymerase activity	2.7.7.6|DNA-directed RNA polymerase	00230|Purine metabolism;00240|Pyrimidine metabolism
1388742.3	Brucella suis 06-997-1672	AXMW01000001	PATRIC	CDS	fig|1388742.3.peg.9	P046_00008	VBIBruSui301036_0009		12784	13158	-	375		LSU ribosomal protein L7p/L12p (P1/P2)	FIG00000141	PLF_234_00002319	PGF_00016445			
