genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	source					1	255406	+	255406								
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	tRNA	fig|1169241.3.rna.1		VBIBruSui234825_r001		7	80	-	74		tRNA-Met-CAT						
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	rRNA	fig|1169241.3.rna.2		VBIBruSui234825_r002		185	304	-	120		5S RNA						
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	CDS	fig|1169241.3.peg.1		VBIBruSui234825_0001		366	518	+	153		hypothetical protein		PLF_234_00000006	PGF_01033031			
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	rRNA	fig|1169241.3.rna.3	B987_00003	VBIBruSui234825_r003		515	3248	-	2734		Large Subunit Ribosomal RNA; lsuRNA; LSU rRNA						
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	rRNA	fig|1169241.3.rna.4		VBIBruSui234825_r004		692	3425	-	2734		Large Subunit Ribosomal RNA; lsuRNA; LSU rRNA						
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	tRNA	fig|1169241.3.rna.5		VBIBruSui234825_r005		3749	3821	-	73		tRNA-Ala-TGC						
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	tRNA	fig|1169241.3.rna.6		VBIBruSui234825_r006		3838	3911	-	74		tRNA-Ile-GAT						
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	rRNA	fig|1169241.3.rna.7		VBIBruSui234825_r007		4243	5654	-	1412		Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA						
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	CDS	fig|1169241.3.peg.2	B987_00007	VBIBruSui234825_0002	N8J0W4	6630	8585	+	1956		Peptidase, M23/M37 family	FIG00022140	PLF_234_00002067	PGF_02315316			
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	CDS	fig|1169241.3.peg.3	B987_00008	VBIBruSui234825_0003	N8J1B6	8653	10086	-	1434		PROTEIN ERFK/SRFK	FIG00883611	PLF_234_00001021	PGF_02959515			
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	CDS	fig|1169241.3.peg.4	B987_00009	VBIBruSui234825_0004	N8KDT7	10552	13176	-	2625		ClpB protein	FIG00025216	PLF_234_00000856	PGF_00529632	GO:0005515|protein binding;GO:0005524|ATP binding;GO:0019538|protein metabolic process		
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	CDS	fig|1169241.3.peg.5	B987_00010	VBIBruSui234825_0005	N8KA63	13375	14133	-	759		hypothetical protein	FIG00000913	PLF_234_00002809	PGF_03162928			
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	CDS	fig|1169241.3.peg.6	B987_00011	VBIBruSui234825_0006	N8KG53	14578	15465	-	888		Peptide chain release factor N(5)-glutamine methyltransferase (EC 2.1.1.297)	FIG00795509	PLF_234_00001386	PGF_02789532		2.1.1.297|Peptide chain release factor N(5)-glutamine methyltransferase	
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	CDS	fig|1169241.3.peg.7	B987_00012	VBIBruSui234825_0007	N8J0X0	15462	16595	-	1134		Peptide chain release factor 1	FIG00000188	PLF_234_00001669	PGF_00030640	GO:0003747|translation release factor activity;GO:0006415|translational termination		
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	CDS	fig|1169241.3.peg.8	B987_00013	VBIBruSui234825_0008	N8J1C0	16738	19008	-	2271		Phosphocarrier protein kinase/phosphorylase, nitrogen regulation associated	FIG00144121	PLF_234_00000816	PGF_00033369			
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	CDS	fig|1169241.3.peg.9	B987_00014	VBIBruSui234825_0009	N8KDU1	19336	20607	-	1272		Aspartokinase (EC 2.7.2.4)	FIG00000132	PLF_234_00001842	PGF_02515882	GO:0004072|aspartate kinase activity	2.7.2.4|Aspartate kinase	00260|Glycine, serine and threonine metabolism;00270|Cysteine and methionine metabolism;00300|Lysine biosynthesis
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	CDS	fig|1169241.3.peg.10	B987_00015	VBIBruSui234825_0010	N8KA68	20825	21571	+	747		3-demethylubiquinol 3-O-methyltransferase (EC 2.1.1.64) @ 2-polyprenyl-6-hydroxyphenyl methylase (EC 2.1.1.222)	FIG01306713	PLF_234_00003237	PGF_00417755	GO:0008689|3-demethylubiquinone-9 3-O-methyltransferase activity	2.1.1.64|3-demethylubiquinol 3-O-methyltransferase;2.1.1.222|2-polyprenyl-6-hydroxyphenol methylase	00130|Ubiquinone and other terpenoid-quinone biosynthesis
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	CDS	fig|1169241.3.peg.11	B987_00016	VBIBruSui234825_0011	N8KG59	21577	22458	-	882		Permease of the drug/metabolite transporter (DMT) superfamily	FIG00846773	PLF_234_00002346	PGF_02210259	GO:0016020|membrane		
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	CDS	fig|1169241.3.peg.12	B987_00017	VBIBruSui234825_0012	N8J0X6	22498	22923	-	426		FIG004851: hypothetical protein	FIG00229323	PLF_234_00001935	PGF_00426281			
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	CDS	fig|1169241.3.peg.13	B987_00018	VBIBruSui234825_0013	N8J1C5	22929	23783	-	855		FIG147869: Carbon-nitrogen hydrolase / Aliphatic amidase AmiE (EC 3.5.1.4)	FIG01306772	PLF_234_00001946	PGF_00003664	GO:0004040|amidase activity	3.5.1.4|Amidase	00330|Arginine and proline metabolism;00360|Phenylalanine metabolism;00380|Tryptophan metabolism;00627|1,4-Dichlorobenzene degradation;00643|Styrene degradation
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	CDS	fig|1169241.3.peg.14	B987_00019	VBIBruSui234825_0014	N8KDU5	23794	24072	-	279		Glutaredoxin 3 (Grx2)	FIG00229236	PLF_234_00001961	PGF_00008355			
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	CDS	fig|1169241.3.peg.15	B987_00020	VBIBruSui234825_0015	N8KA75	24144	24932	-	789		Competence protein F homolog, phosphoribosyltransferase domain; protein YhgH required for utilization of DNA as sole source of carbon and energy	FIG00004440	PLF_234_00001525	PGF_04163139			
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	CDS	fig|1169241.3.peg.16	B987_00021	VBIBruSui234825_0016	N8KG65	25115	26008	+	894		SAM-dependent methyltransferase, BioC-like	FIG00023040	PLF_234_00000916	PGF_00049555			
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	pseudogene	fig|1169241.3.pg.1		VBIBruSui234825_pg001		26147	27395	+	1249								
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	CDS	fig|1169241.3.peg.17	B987_00022	VBIBruSui234825_0017	N8J0Y1	26147	26854	+	708		Enterobactin exporter EntS	FIG00004424	PLF_234_00000246	PGF_00424601			
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	CDS	fig|1169241.3.peg.18	B987_00023	VBIBruSui234825_0018	N8J1D1	26883	27395	+	513		Enterobactin exporter EntS	FIG00004424	PLF_234_00000246	PGF_00424601			
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	CDS	fig|1169241.3.peg.19	B987_00024	VBIBruSui234825_0019	N8KDV0	27421	27900	-	480		FIG00450953: hypothetical protein		PLF_234_00000067	PGF_00426186			
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	CDS	fig|1169241.3.peg.20	B987_00025	VBIBruSui234825_0020	N8KA79	28316	29887	-	1572		Uncharacterized protein EC-HemY in Proteobacteria (unrelated to HemY-type PPO in GramPositives)	FIG01958829	PLF_234_00001755	PGF_00064933			
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	CDS	fig|1169241.3.peg.21	B987_00026	VBIBruSui234825_0021	N8KG69	29900	31276	-	1377		FIG006581: hypothetical protein	FIG00006581	PLF_234_00000651	PGF_00000060			
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	CDS	fig|1169241.3.peg.22	B987_00027	VBIBruSui234825_0022	N8J0Y6	31359	32066	-	708		Uroporphyrinogen-III synthase (EC 4.2.1.75)	FIG00056694	PLF_234_00001257	PGF_00066294	GO:0004852|uroporphyrinogen-III synthase activity	4.2.1.75|Uroporphyrinogen-III synthase	00860|Porphyrin and chlorophyll metabolism
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	CDS	fig|1169241.3.peg.23	B987_00028	VBIBruSui234825_0023	N8J1D6	32090	32923	-	834		Porphobilinogen deaminase (EC 2.5.1.61)	FIG00000363	PLF_234_00002080	PGF_06644010	GO:0004418|hydroxymethylbilane synthase activity	2.5.1.61|Hydroxymethylbilane synthase	00860|Porphyrin and chlorophyll metabolism
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	CDS	fig|1169241.3.peg.24		VBIBruSui234825_0024		32927	33130	+	204		hypothetical protein	FIG00450271	PLF_234_00002963	PGF_00145797			
1169241.3	Brucella suis F7/06-5	AQLF01000001	PATRIC	CDS	fig|1169241.3.peg.25	B987_00029	VBIBruSui234825_0025	N8KDV4	33237	34232	+	996		N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234)	FIG00134348	PLF_234_00001181	PGF_00023591		2.3.1.234|N(6)-L-threonylcarbamoyladenine synthase	
