genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
1198695.3	Brucella suis 94/11	AQNW01000001	PATRIC	source					1	2140	+	2140								
1198695.3	Brucella suis 94/11	AQNW01000001	PATRIC	CDS	fig|1198695.3.peg.1	C978_00001	VBIBruSui249455_0001	N7RQN4	88	483	-	396		Lactoylglutathione lyase (EC 4.4.1.5)	FIG00004743	PLF_234_00002852	PGF_00016546	GO:0004462|lactoylglutathione lyase activity	4.4.1.5|Lactoylglutathione lyase	00620|Pyruvate metabolism
1198695.3	Brucella suis 94/11	AQNW01000001	PATRIC	CDS	fig|1198695.3.peg.2	C978_00002	VBIBruSui249455_0002	N7QIT1	680	1843	+	1164		[4Fe-4S] cluster assembly scaffold protein Mrp (=ApbC)	FIG00001492	PLF_234_00002533	PGF_00067739			
1198695.3	Brucella suis 94/11	AQNW01000002	PATRIC	source					1	22712	+	22712								
1198695.3	Brucella suis 94/11	AQNW01000002	PATRIC	CDS	fig|1198695.3.peg.3	C978_00005	VBIBruSui249455_0003	N7QH23	175	1806	-	1632		Phosphoglucomutase (EC 5.4.2.2)	FIG00000901	PLF_234_00002863	PGF_00033479	GO:0004614|phosphoglucomutase activity	5.4.2.2|Phosphoglucomutase	00010|Glycolysis / Gluconeogenesis;00030|Pentose phosphate pathway;00052|Galactose metabolism;00230|Purine metabolism;00500|Starch and sucrose metabolism;00520|Amino sugar and nucleotide sugar metabolism;00521|Streptomycin biosynthesis
1198695.3	Brucella suis 94/11	AQNW01000002	PATRIC	CDS	fig|1198695.3.peg.4	C978_00006	VBIBruSui249455_0004	N7QDV2	2022	2915	-	894		Transcriptional regulator, LysR family	FIG01304134	PLF_234_00001056	PGF_00715428			
1198695.3	Brucella suis 94/11	AQNW01000002	PATRIC	CDS	fig|1198695.3.peg.5	C978_00007	VBIBruSui249455_0005	N7RKJ6	3040	3963	+	924		Dienelactone hydrolase and related enzymes	FIG01255664	PLF_234_00001311	PGF_00423121			
1198695.3	Brucella suis 94/11	AQNW01000002	PATRIC	CDS	fig|1198695.3.peg.6	C978_00008	VBIBruSui249455_0006	N7RFQ8	4078	4734	+	657		Uncharacterized sugar kinase	FIG00001653	PLF_234_00000830	PGF_06225887			
1198695.3	Brucella suis 94/11	AQNW01000002	PATRIC	CDS	fig|1198695.3.peg.7	C978_00009	VBIBruSui249455_0007	N7RNU0	4834	5523	+	690		Fumarylpyruvate hydrolase (EC 3.7.1.5)	FIG01955885	PLF_234_00001151	PGF_00006520		3.7.1.5|Acylpyruvate hydrolase	00350|Tyrosine metabolism
1198695.3	Brucella suis 94/11	AQNW01000002	PATRIC	CDS	fig|1198695.3.peg.8	C978_00010	VBIBruSui249455_0008	N7QH29	5543	5734	+	192		FIG00450937: hypothetical protein	FIG00450936	PLF_234_00001569	PGF_00426184			
1198695.3	Brucella suis 94/11	AQNW01000002	PATRIC	CDS	fig|1198695.3.peg.9	C978_00011	VBIBruSui249455_0009	N7QDV9	5802	6011	+	210		FIG00450423: hypothetical protein	FIG00450420	PLF_234_00001907	PGF_00426106			
