genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	source					1	87723	+	87723								
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.1	C039_00001	VBIBruSui237219_0001	N8IFB4	94	489	-	396		Lactoylglutathione lyase (EC 4.4.1.5)	FIG00004743	PLF_234_00002852	PGF_00016546	GO:0004462|lactoylglutathione lyase activity	4.4.1.5|Lactoylglutathione lyase	00620|Pyruvate metabolism
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.2	C039_00002	VBIBruSui237219_0002	N8IK40	686	1849	+	1164		[4Fe-4S] cluster assembly scaffold protein Mrp (=ApbC)	FIG00001492	PLF_234_00002533	PGF_00067739			
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.3	C039_00003	VBIBruSui237219_0003	N8H6V9	2030	3661	-	1632		Phosphoglucomutase (EC 5.4.2.2)	FIG00000901	PLF_234_00002863	PGF_00033479	GO:0004614|phosphoglucomutase activity	5.4.2.2|Phosphoglucomutase	00010|Glycolysis / Gluconeogenesis;00030|Pentose phosphate pathway;00052|Galactose metabolism;00230|Purine metabolism;00500|Starch and sucrose metabolism;00520|Amino sugar and nucleotide sugar metabolism;00521|Streptomycin biosynthesis
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.4	C039_00004	VBIBruSui237219_0004	N8H7V2	3877	4770	-	894		Transcriptional regulator, LysR family	FIG01304134	PLF_234_00001056	PGF_00715428			
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.5	C039_00005	VBIBruSui237219_0005	N8IIR3	4895	5818	+	924		Dienelactone hydrolase and related enzymes	FIG01255664	PLF_234_00001311	PGF_00423121			
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.6	C039_00006	VBIBruSui237219_0006	N8IFB7	5933	6589	+	657		Uncharacterized sugar kinase	FIG00001653	PLF_234_00000830	PGF_06225887			
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.7	C039_00007	VBIBruSui237219_0007	N8IK45	6689	7378	+	690		Fumarylpyruvate hydrolase (EC 3.7.1.5)	FIG01955885	PLF_234_00001151	PGF_00006520		3.7.1.5|Acylpyruvate hydrolase	00350|Tyrosine metabolism
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.8	C039_00008	VBIBruSui237219_0008	N8H6W2	7398	7589	+	192		FIG00450937: hypothetical protein	FIG00450936	PLF_234_00001569	PGF_00426184			
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.9	C039_00009	VBIBruSui237219_0009	N8H7V4	7657	7866	+	210		FIG00450423: hypothetical protein	FIG00450420	PLF_234_00001907	PGF_00426106			
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.10	C039_00010	VBIBruSui237219_0010	N8IIR7	8032	8220	+	189		FIG00883991: hypothetical protein	FIG00883988	PLF_234_00001940	PGF_00000892			
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.11	C039_00011	VBIBruSui237219_0011	N8IFB9	8235	9098	+	864		Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)	FIG00695626	PLF_234_00002128	PGF_00053548			
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.12	C039_00012	VBIBruSui237219_0012	N8IK50	9284	9940	+	657		FIG01964566: Predicted membrane protein, hemolysin III homolog	FIG01323667	PLF_234_00000971	PGF_00002592			
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.13	C039_00013	VBIBruSui237219_0013	N8H6W6	10081	12132	-	2052		Error-prone repair homolog of DNA polymerase III alpha subunit (EC 2.7.7.7)	FIG00041038	PLF_234_00000125	PGF_03365856	GO:0003887|DNA-directed DNA polymerase activity	2.7.7.7|DNA-directed DNA polymerase	00230|Purine metabolism;00240|Pyrimidine metabolism
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.14	C039_00014	VBIBruSui237219_0014	N8H7V7	12132	13217	-	1086		Error-prone repair homolog of DNA polymerase III alpha subunit (EC 2.7.7.7)	FIG01955734	PLF_234_00000125	PGF_03365856		2.7.7.7|DNA-directed DNA polymerase	00230|Purine metabolism;00240|Pyrimidine metabolism
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.15	C039_00015	VBIBruSui237219_0015	N8IIS2	13217	14668	-	1452		DNA polymerase IV-like protein ImuB	FIG01307138	PLF_234_00000316	PGF_03135047			
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.16	C039_00016	VBIBruSui237219_0016	N8IFC2	14694	15557	-	864		Error-prone repair protein ImuA		PLF_234_00000563	PGF_00974989			
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.17	C039_00017	VBIBruSui237219_0017	N8IK54	16457	18637	+	2181		Outer membrane protein	FIG01111221	PLF_234_00000132	PGF_08100026			
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.18	C039_00018	VBIBruSui237219_0018	N8H6W9	19119	19394	+	276		hypothetical protein	FIG00451218	PLF_234_00002797	PGF_01030827			
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.19	C039_00019	VBIBruSui237219_0019	N8H7W0	19473	20693	-	1221		Argininosuccinate synthase (EC 6.3.4.5)	FIG00000301	PLF_234_00000697	PGF_02862285	GO:0004055|argininosuccinate synthase activity	6.3.4.5|Argininosuccinate synthase	00250|Alanine, aspartate and glutamate metabolism;00330|Arginine and proline metabolism
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	pseudogene	fig|1160228.3.pg.1		VBIBruSui237219_pg001		20790	21539	+	750								
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.20	C039_00020	VBIBruSui237219_0020	N8IIS6	20880	21242	+	363		FIG097019: Amino acid efflux protein		PLF_234_00000139	PGF_00003420			
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.21	C039_00021	VBIBruSui237219_0021	N8IFC7	21300	21539	+	240		FIG097019: Amino acid efflux protein		PLF_234_00000139	PGF_00003420			
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.22	C039_00022	VBIBruSui237219_0022	N8IK58	21543	22055	-	513		hypothetical protein	FIG00638284	PLF_234_00002613	PGF_06915822			
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.23	C039_00023	VBIBruSui237219_0023	N8H6X3	22080	23315	-	1236		23S rRNA (adenine(2503)-C(2))-methyltransferase @ tRNA (adenine(37)-C(2))-methyltransferase (EC 2.1.1.192)	FIG00000293	PLF_234_00000935	PGF_00618776	GO:0070040|rRNA (adenine-C2-)-methyltransferase activity	2.1.1.192|23S rRNA (adenine(2503)-C(2))-methyltransferase	
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.24	C039_00025	VBIBruSui237219_0024	N8IIT2	23575	24177	-	603		FIG00740902: hypothetical protein	FIG00740900	PLF_234_00002295	PGF_00000251			
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	pseudogene	fig|1160228.3.pg.2		VBIBruSui237219_pg002		24403	24941	-	539								
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.25	C039_00026	VBIBruSui237219_0025	N8IFC9	24423	24941	-	519		COGs COG3339	FIG00883613	PLF_234_00002825	PGF_00415840			
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.26	C039_00027	VBIBruSui237219_0026	N8IK64	25029	25322	-	294		Pterin-4-alpha-carbinolamine dehydratase (EC 4.2.1.96)	FIG00004933	PLF_234_00002853	PGF_03142586	GO:0008124|4-alpha-hydroxytetrahydrobiopterin dehydratase activity	4.2.1.96|4a-hydroxytetrahydrobiopterin dehydratase	
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.27		VBIBruSui237219_0027		25477	25632	-	156		hypothetical protein	FIG00638284	PLF_234_00003113	PGF_01030994			
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.28	C039_00029	VBIBruSui237219_0028	N8H7W7	26064	26654	-	591		2'-5' RNA ligase	FIG00004261	PLF_234_00001795	PGF_03683488			
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.29	C039_00031	VBIBruSui237219_0029	N8IFD3	26835	27560	-	726		Arylesterase precursor (EC 3.1.1.2)	FIG01219954	PLF_234_00000556	PGF_02911133		3.1.1.2|Arylesterase	00363|Bisphenol A degradation
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.30	C039_00032	VBIBruSui237219_0030	N8IK69	27707	28435	+	729		Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, ATPase component	FIG00883158	PLF_234_00000907	PGF_00035487			
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.31	C039_00033	VBIBruSui237219_0031	N8H6Y2	28432	30981	+	2550		ABC transporter, fused permease protein	FIG01024467	PLF_234_00000524	PGF_02866666			
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.32	C039_00034	VBIBruSui237219_0032	N8H7X2	31217	31954	+	738		Inner membrane protein YbhL	FIG00005935	PLF_234_00001607	PGF_00014124			
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.33	C039_00036	VBIBruSui237219_0033	N8IFD7	32069	32608	+	540		Acetyltransferase, GNAT family	FIG00882994	PLF_234_00000064	PGF_01090298			
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.34	C039_00037	VBIBruSui237219_0034	N8IK74	32628	32870	-	243		FIG00450577: hypothetical protein		PLF_234_00002290	PGF_00426140			
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.35		VBIBruSui237219_0035		32984	33154	+	171		hypothetical protein	FIG00450158	PLF_234_00002981	PGF_01030903			
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.36	C039_00038	VBIBruSui237219_0036	N8H6Y7	33579	34313	-	735		hypothetical protein that often co-occurs with aconitase	FIG00006467	PLF_234_00002206	PGF_00399758			
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.37		VBIBruSui237219_0037		34466	34606	-	141		hypothetical protein	FIG00450442	PLF_234_00007161	PGF_07623576			
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.38	C039_00039	VBIBruSui237219_0038	N8H7X5	34590	37277	-	2688		Aconitate hydratase (EC 4.2.1.3)	FIG00022996	PLF_234_00000526	PGF_01162681	GO:0003994|aconitate hydratase activity	4.2.1.3|Aconitate hydratase	00020|Citrate cycle (TCA cycle);00630|Glyoxylate and dicarboxylate metabolism;00720|Reductive carboxylate cycle (CO2 fixation)
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.39		VBIBruSui237219_0039		37269	37415	+	147		hypothetical protein	FIG01328240	PLF_234_00002618	PGF_07597144			
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.40	C039_00040	VBIBruSui237219_0040	N8IIU6	37621	38268	+	648		ABC transporter involved in cytochrome c biogenesis, ATPase component CcmA	FIG01304195	PLF_234_00001812	PGF_00002124	GO:0005524|ATP binding;GO:0016887|ATPase activity		
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.41	C039_00041	VBIBruSui237219_0041	N8IFE0	38268	38933	+	666		ABC transporter involved in cytochrome c biogenesis, CcmB subunit	FIG00023985	PLF_234_00001813	PGF_00565351	GO:0015232|heme transporter activity;GO:0015886|heme transport;GO:0016020|membrane;GO:0017004|cytochrome complex assembly		
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.42	C039_00042	VBIBruSui237219_0042	N8IK78	38988	39776	+	789		Cytochrome c-type biogenesis protein CcmC, putative heme lyase for CcmE	FIG00000815	PLF_234_00000957	PGF_00420482	GO:0006461|protein complex assembly;GO:0008535|respiratory chain complex IV assembly;GO:0016020|membrane		
1160228.3	Brucella suis 63/261	AQKZ01000001	PATRIC	CDS	fig|1160228.3.peg.43	C039_00043	VBIBruSui237219_0043	N8H6Z2	39773	39946	+	174		Cytochrome c-type biogenesis protein CcmD, interacts with CcmCE	FIG00029136	PLF_234_00002573	PGF_00420484	GO:0006810|transport;GO:0016021|integral to membrane		
