genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
1160232.3	Brucella suis 63/252	AQNT01000001	PATRIC	source					1	6661	+	6661								
1160232.3	Brucella suis 63/252	AQNT01000001	PATRIC	CDS	fig|1160232.3.peg.1	C064_00001	VBIBruSui234909_0001	N7QNE8	89	1126	-	1038		Acyltransferase	FIG00149539	PLF_234_00002625	PGF_02472029			
1160232.3	Brucella suis 63/252	AQNT01000001	PATRIC	tRNA	fig|1160232.3.rna.1		VBIBruSui234909_r001		1435	1507	-	73		tRNA-Ala-GGC						
1160232.3	Brucella suis 63/252	AQNT01000001	PATRIC	CDS	fig|1160232.3.peg.2	C064_00003	VBIBruSui234909_0002	N7QII9	1733	2116	-	384		FIG00418427: hypothetical protein	FIG00983644	PLF_234_00001891	PGF_00425950			
1160232.3	Brucella suis 63/252	AQNT01000001	PATRIC	CDS	fig|1160232.3.peg.3	C064_00004	VBIBruSui234909_0003	N7QRV6	2501	3853	+	1353		3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)	FIG00075970	PLF_234_00001089	PGF_05280843	GO:0003866|3-phosphoshikimate 1-carboxyvinyltransferase activity	2.5.1.19|3-phosphoshikimate 1-carboxyvinyltransferase	00400|Phenylalanine, tyrosine and tryptophan biosynthesis
1160232.3	Brucella suis 63/252	AQNT01000001	PATRIC	CDS	fig|1160232.3.peg.4	C064_00005	VBIBruSui234909_0004	N7PKP3	3850	4509	+	660		Cytidylate kinase (EC 2.7.4.25)	FIG00041008	PLF_234_00001124	PGF_00420121		2.7.4.25|(d)CMP kinase	
1160232.3	Brucella suis 63/252	AQNT01000001	PATRIC	CDS	fig|1160232.3.peg.5		VBIBruSui234909_0005		4542	4691	-	150		hypothetical protein	FIG00450051	PLF_234_00002619	PGF_07469793			
1160232.3	Brucella suis 63/252	AQNT01000001	PATRIC	CDS	fig|1160232.3.peg.6	C064_00006	VBIBruSui234909_0006	N7PGW2	4725	6425	+	1701		SSU ribosomal protein S1p	FIG00000210	PLF_234_00001223	PGF_02946231	GO:0003723|RNA binding		
1160232.3	Brucella suis 63/252	AQNT01000002	PATRIC	source					1	116792	+	116792								
1160232.3	Brucella suis 63/252	AQNT01000002	PATRIC	CDS	fig|1160232.3.peg.7	C064_00007	VBIBruSui234909_0007	N7PGB6	267	1277	-	1011		Putative membrane protein YeiH	FIG00004373	PLF_234_00000343	PGF_02930386			
1160232.3	Brucella suis 63/252	AQNT01000002	PATRIC	CDS	fig|1160232.3.peg.8	C064_00008	VBIBruSui234909_0008	N7QMW0	1393	2292	+	900		Transcriptional regulator YeiE, LysR family	FIG00003701	PLF_234_00001735	PGF_06592852			
1160232.3	Brucella suis 63/252	AQNT01000002	PATRIC	CDS	fig|1160232.3.peg.9	C064_00010	VBIBruSui234909_0009	N7QRD9	2897	4180	-	1284		Membrane-bound lytic murein transglycosylase B	FIG00004335	PLF_234_00000725	PGF_00070995			
1160232.3	Brucella suis 63/252	AQNT01000002	PATRIC	CDS	fig|1160232.3.peg.10	C064_00011	VBIBruSui234909_0010	N7PK44	4196	4801	-	606		Recombination protein RecR	FIG00000190	PLF_234_00001042	PGF_02463284	GO:0003676|nucleic acid binding;GO:0006281|DNA repair;GO:0006304|DNA modification;GO:0006310|DNA recombination		
1160232.3	Brucella suis 63/252	AQNT01000002	PATRIC	CDS	fig|1160232.3.peg.11	C064_00012	VBIBruSui234909_0011	N7PGC0	4932	5255	-	324		Nucleoid-associated protein YaaK	FIG00000557	PLF_234_00000967	PGF_06693963			
1160232.3	Brucella suis 63/252	AQNT01000002	PATRIC	CDS	fig|1160232.3.peg.12	C064_00013	VBIBruSui234909_0012	N7QMW4	5280	7088	-	1809		DNA polymerase III subunits gamma and tau (EC 2.7.7.7)	FIG00000414	PLF_234_00000363	PGF_00827555	GO:0003887|DNA-directed DNA polymerase activity	2.7.7.7|DNA-directed DNA polymerase	00230|Purine metabolism;00240|Pyrimidine metabolism
1160232.3	Brucella suis 63/252	AQNT01000002	PATRIC	CDS	fig|1160232.3.peg.13	C064_00014	VBIBruSui234909_0013	N7QI19	7370	7774	+	405		HIT1 PROTEIN	FIG00882957	PLF_234_00001342	PGF_00010630			
1160232.3	Brucella suis 63/252	AQNT01000002	PATRIC	CDS	fig|1160232.3.peg.14	C064_00015	VBIBruSui234909_0014	N7QRE1	7803	8750	+	948		NADH pyrophosphatase (EC 3.6.1.22), decaps 5'-NAD modified RNA	FIG00000911	PLF_234_00000894	PGF_00024615	GO:0000210|NAD+ diphosphatase activity	3.6.1.22|NAD(+) diphosphatase	00760|Nicotinate and nicotinamide metabolism
1160232.3	Brucella suis 63/252	AQNT01000002	PATRIC	CDS	fig|1160232.3.peg.15	C064_00016	VBIBruSui234909_0015	N7PK47	8751	9623	-	873		Prephenate dehydratase (EC 4.2.1.51)	FIG00341289	PLF_234_00001210	PGF_00438421	GO:0004664|prephenate dehydratase activity	4.2.1.51|Prephenate dehydratase	00400|Phenylalanine, tyrosine and tryptophan biosynthesis
1160232.3	Brucella suis 63/252	AQNT01000002	PATRIC	CDS	fig|1160232.3.peg.16	C064_00017	VBIBruSui234909_0016	N7PGC5	9703	10458	-	756		3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38)	FIG00000603	PLF_234_00000834	PGF_00418128	GO:0008690|3-deoxy-manno-octulosonate cytidylyltransferase activity	2.7.7.38|3-deoxy-manno-octulosonate cytidylyltransferase	00540|Lipopolysaccharide biosynthesis
1160232.3	Brucella suis 63/252	AQNT01000002	PATRIC	CDS	fig|1160232.3.peg.17	C064_00018	VBIBruSui234909_0017	N7QMW8	10866	11444	+	579		membrane c-type cytochrome cy	FIG00133353	PLF_234_00001260	PGF_00401071			
