genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
1210444.3	Brucella suis bv. 1 str. BCB025	ALOK01000001	PATRIC	source					1	3289	+	3289								
1210444.3	Brucella suis bv. 1 str. BCB025	ALOK01000001	PATRIC	CDS	fig|1210444.3.peg.1		VBIBruSui245709_0001		118	723	-	606		hypothetical protein	FIG01447492	PLF_234_00002615	PGF_06264218			
1210444.3	Brucella suis bv. 1 str. BCB025	ALOK01000001	PATRIC	CDS	fig|1210444.3.peg.2		VBIBruSui245709_0002		720	2291	-	1572		Transposase	FIG01306568	PLF_234_00000451	PGF_00716243			
1210444.3	Brucella suis bv. 1 str. BCB025	ALOK01000001	PATRIC	CDS	fig|1210444.3.peg.3		VBIBruSui245709_0003		2341	2664	-	324		Mobile element protein	FIG01306568	PLF_234_00002814	PGF_06172466			
1210444.3	Brucella suis bv. 1 str. BCB025	ALOK01000001	PATRIC	CDS	fig|1210444.3.peg.4		VBIBruSui245709_0004		2691	2966	-	276		Transposase	FIG01334069	PLF_234_00002663	PGF_00458082			
1210444.3	Brucella suis bv. 1 str. BCB025	ALOK01000002	PATRIC	source					1	240	+	240								
1210444.3	Brucella suis bv. 1 str. BCB025	ALOK01000003	PATRIC	source					1	17666	+	17666								
1210444.3	Brucella suis bv. 1 str. BCB025	ALOK01000003	PATRIC	CDS	fig|1210444.3.peg.5		VBIBruSui245709_0005		964	1155	+	192		hypothetical protein	FIG00450516	PLF_234_00002669	PGF_01030781			
1210444.3	Brucella suis bv. 1 str. BCB025	ALOK01000003	PATRIC	tRNA	fig|1210444.3.rna.1		VBIBruSui245709_r001		1283	1369	-	87		tRNA-Ser-TGA						
1210444.3	Brucella suis bv. 1 str. BCB025	ALOK01000003	PATRIC	CDS	fig|1210444.3.peg.6		VBIBruSui245709_0006		1634	2086	+	453		tRNA proofreading protein STM4549	FIG00009294	PLF_234_00001785	PGF_00413284			
1210444.3	Brucella suis bv. 1 str. BCB025	ALOK01000003	PATRIC	CDS	fig|1210444.3.peg.7		VBIBruSui245709_0007		2332	2793	+	462		Iron-responsive repressor RirA	FIG00121451	PLF_234_00001612	PGF_00015489			
1210444.3	Brucella suis bv. 1 str. BCB025	ALOK01000003	PATRIC	CDS	fig|1210444.3.peg.8		VBIBruSui245709_0008		2910	3224	+	315		Heme-degrading monooxygenase, staphylobilin-producing (EC 1.14.99.48)	FIG01955935	PLF_234_00002693	PGF_05612921		1.14.99.48|Heme oxygenase (staphylobilin-producing)	
1210444.3	Brucella suis bv. 1 str. BCB025	ALOK01000003	PATRIC	CDS	fig|1210444.3.peg.9		VBIBruSui245709_0009		3958	4443	+	486		Bacterioferritin (EC 1.16.3.1)	FIG00001887	PLF_234_00001290	PGF_00071938	GO:0004322|ferroxidase activity	1.16.3.1|Ferroxidase	00860|Porphyrin and chlorophyll metabolism
1210444.3	Brucella suis bv. 1 str. BCB025	ALOK01000003	PATRIC	CDS	fig|1210444.3.peg.10		VBIBruSui245709_0010		4401	4541	-	141		hypothetical protein	FIG00450274	PLF_234_00002911	PGF_07453855			
1210444.3	Brucella suis bv. 1 str. BCB025	ALOK01000003	PATRIC	CDS	fig|1210444.3.peg.11		VBIBruSui245709_0011		4607	5920	+	1314		Ribosomal protein S12p Asp88 (E. coli) methylthiotransferase (EC 2.8.4.4)	FIG01266244	PLF_234_00000512	PGF_00048846		2.8.4.4|[Ribosomal protein S12] (aspartate(89)-C(3))-methylthiotransferase	
1210444.3	Brucella suis bv. 1 str. BCB025	ALOK01000003	PATRIC	CDS	fig|1210444.3.peg.12		VBIBruSui245709_0012		6060	7127	-	1068		Nucleoside ABC transporter, periplasmic nucleoside-binding protein	FIG00741396	PLF_234_00000329	PGF_01891030			
1210444.3	Brucella suis bv. 1 str. BCB025	ALOK01000003	PATRIC	CDS	fig|1210444.3.peg.13		VBIBruSui245709_0013		7210	8130	-	921		Nucleoside ABC transporter, permease protein 2	FIG01288623	PLF_234_00000202	PGF_00709627			
1210444.3	Brucella suis bv. 1 str. BCB025	ALOK01000003	PATRIC	CDS	fig|1210444.3.peg.14		VBIBruSui245709_0014		8135	9217	-	1083		Nucleoside ABC transporter, permease protein 1	FIG01304460	PLF_234_00000149	PGF_01468040			
1210444.3	Brucella suis bv. 1 str. BCB025	ALOK01000003	PATRIC	pseudogene	fig|1210444.3.pg.1		VBIBruSui245709_pg001		8218	9220	-	1003								
1210444.3	Brucella suis bv. 1 str. BCB025	ALOK01000003	PATRIC	CDS	fig|1210444.3.peg.15		VBIBruSui245709_0015		9217	10779	-	1563		Nucleoside ABC transporter, ATP-binding protein	FIG00450796	PLF_234_00000899	PGF_01852683			
1210444.3	Brucella suis bv. 1 str. BCB025	ALOK01000003	PATRIC	CDS	fig|1210444.3.peg.16		VBIBruSui245709_0016		10883	11857	-	975		Quinone oxidoreductase (EC 1.6.5.5)	FIG00002982	PLF_234_00000355	PGF_04596496		1.6.5.5|NADPH:quinone reductase	
1210444.3	Brucella suis bv. 1 str. BCB025	ALOK01000003	PATRIC	CDS	fig|1210444.3.peg.17		VBIBruSui245709_0017		11854	12684	-	831		Phosphatidylcholine synthase (EC 2.7.8.24)	FIG00033758	PLF_234_00001678	PGF_00033293		2.7.8.24|Phosphatidylcholine synthase	00564|Glycerophospholipid metabolism
