genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
1004954.3	Brucella suis bv. 1 str. S2	AFFC01000001	PATRIC	source					1	280014	+	280014								
1004954.3	Brucella suis bv. 1 str. S2	AFFC01000001	PATRIC	CDS	fig|1004954.3.peg.1		VBIBruSui186952_0001		67	684	-	618		SSU ribosomal protein S4p (S9e) @ SSU ribosomal protein S4p (S9e), zinc-independent	FIG00000148	PLF_234_00002516	PGF_00049893			
1004954.3	Brucella suis bv. 1 str. S2	AFFC01000001	PATRIC	CDS	fig|1004954.3.peg.2		VBIBruSui186952_0002		856	969	-	114		hypothetical protein	FIG01631729	PLF_234_00003461	PGF_01031227			
1004954.3	Brucella suis bv. 1 str. S2	AFFC01000001	PATRIC	pseudogene	fig|1004954.3.pg.1		VBIBruSui186952_pg001		1019	1785	+	767								
1004954.3	Brucella suis bv. 1 str. S2	AFFC01000001	PATRIC	CDS	fig|1004954.3.peg.3		VBIBruSui186952_0003		1058	1990	+	933		RNA binding S1 domain protein	FIG00884060	PLF_234_00002278	PGF_07011327			
1004954.3	Brucella suis bv. 1 str. S2	AFFC01000001	PATRIC	CDS	fig|1004954.3.peg.4		VBIBruSui186952_0004		2262	2675	+	414		FIG00450941: hypothetical protein	FIG00450939	PLF_234_00001570	PGF_00426185			
1004954.3	Brucella suis bv. 1 str. S2	AFFC01000001	PATRIC	CDS	fig|1004954.3.peg.5		VBIBruSui186952_0005		2720	2917	-	198		Msr0042 protein	FIG00883743	PLF_234_00002033	PGF_03430203			
1004954.3	Brucella suis bv. 1 str. S2	AFFC01000001	PATRIC	CDS	fig|1004954.3.peg.6		VBIBruSui186952_0006		2958	6449	-	3492		DNA polymerase III alpha subunit (EC 2.7.7.7)	FIG00041038	PLF_234_00000495	PGF_00421489	GO:0003887|DNA-directed DNA polymerase activity	2.7.7.7|DNA-directed DNA polymerase	00230|Purine metabolism;00240|Pyrimidine metabolism
1004954.3	Brucella suis bv. 1 str. S2	AFFC01000001	PATRIC	CDS	fig|1004954.3.peg.7		VBIBruSui186952_0007		7108	7791	-	684		Lipoprotein-releasing system ATP-binding protein LolD	FIG00000771	PLF_234_00002323	PGF_00017464			
1004954.3	Brucella suis bv. 1 str. S2	AFFC01000001	PATRIC	CDS	fig|1004954.3.peg.8		VBIBruSui186952_0008		7791	9059	-	1269		Lipoprotein releasing system transmembrane protein LolC/LolE	FIG00009971	PLF_234_00002016	PGF_00874759			
1004954.3	Brucella suis bv. 1 str. S2	AFFC01000001	PATRIC	CDS	fig|1004954.3.peg.9		VBIBruSui186952_0009		9101	10429	-	1329		Prolyl-tRNA synthetase (EC 6.1.1.15), bacterial type	FIG01303751	PLF_234_00001401	PGF_00037588		6.1.1.15|Proline--tRNA ligase	00970|Aminoacyl-tRNA biosynthesis
1004954.3	Brucella suis bv. 1 str. S2	AFFC01000001	PATRIC	CDS	fig|1004954.3.peg.10		VBIBruSui186952_0010		10401	10514	+	114		hypothetical protein	FIG00450926	PLF_234_00002881	PGF_01030863			
1004954.3	Brucella suis bv. 1 str. S2	AFFC01000001	PATRIC	CDS	fig|1004954.3.peg.11		VBIBruSui186952_0011		11277	11546	-	270		FIG00450035: hypothetical protein	FIG00450034	PLF_234_00001893	PGF_00426019			
1004954.3	Brucella suis bv. 1 str. S2	AFFC01000001	PATRIC	CDS	fig|1004954.3.peg.12		VBIBruSui186952_0012		11549	11953	-	405		Methylmalonyl-CoA epimerase (EC 5.1.99.1) @ Ethylmalonyl-CoA epimerase	FIG00019870	PLF_234_00001362	PGF_00021019	GO:0004493|methylmalonyl-CoA epimerase activity	5.1.99.1|Methylmalonyl-CoA epimerase	00280|Valine, leucine and isoleucine degradation;00630|Glyoxylate and dicarboxylate metabolism;00640|Propanoate metabolism;00720|Reductive carboxylate cycle (CO2 fixation)
1004954.3	Brucella suis bv. 1 str. S2	AFFC01000001	PATRIC	CDS	fig|1004954.3.peg.13		VBIBruSui186952_0013		11993	13669	-	1677		Ribonuclease J (endonuclease and 5' exonuclease)	FIG00036983	PLF_234_00001175	PGF_01842781			
1004954.3	Brucella suis bv. 1 str. S2	AFFC01000001	PATRIC	CDS	fig|1004954.3.peg.14		VBIBruSui186952_0014		13863	14660	-	798		Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)	FIG00000972	PLF_234_00001511	PGF_02893930	GO:0004079|biotin-[methylmalonyl-CoA-carboxytransferase] ligase activity;GO:0004080|biotin-[propionyl-CoA-carboxylase (ATP-hydrolyzing)] ligase activity;GO:0004078|biotin-[methylcrotonoyl-CoA-carboxylase] ligase activity;GO:0004077|biotin-[acetyl-CoA-carboxylase] ligase activity	6.3.4.9|Biotin--[methylmalonyl-CoA-carboxytransferase] ligase;6.3.4.10|Biotin--[propionyl-CoA-carboxylase (ATP-hydrolyzing)] ligase;6.3.4.11|Biotin--[methylcrotonoyl-CoA-carboxylase] ligase;6.3.4.15|Biotin--[acetyl-CoA-carboxylase] ligase	00780|Biotin metabolism
1004954.3	Brucella suis bv. 1 str. S2	AFFC01000001	PATRIC	CDS	fig|1004954.3.peg.15		VBIBruSui186952_0015		14686	16044	-	1359		NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)	FIG00000512	PLF_234_00001369	PGF_00024746	GO:0008137|NADH dehydrogenase (ubiquinone) activity	1.6.5.3|NADH:ubiquinone reductase (H(+)-translocating)	00190|Oxidative phosphorylation;00910|Nitrogen metabolism
1004954.3	Brucella suis bv. 1 str. S2	AFFC01000001	PATRIC	CDS	fig|1004954.3.peg.16		VBIBruSui186952_0016		16144	17652	-	1509		NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)	FIG00138227	PLF_234_00002047	PGF_00024742	GO:0008137|NADH dehydrogenase (ubiquinone) activity	1.6.5.3|NADH:ubiquinone reductase (H(+)-translocating)	00190|Oxidative phosphorylation;00910|Nitrogen metabolism
