genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
1170703.3	Brucella suis 01-5744	AQKX01000001	PATRIC	source					1	251963	+	251963								
1170703.3	Brucella suis 01-5744	AQKX01000001	PATRIC	CDS	fig|1170703.3.peg.1	B985_00001	VBIBruSui228027_0001	N8HZ73	902	1225	+	324		hypothetical protein	FIG00450582	PLF_234_00000010	PGF_01030706			
1170703.3	Brucella suis 01-5744	AQKX01000001	PATRIC	CDS	fig|1170703.3.peg.2	B985_00002	VBIBruSui228027_0002	N8I3P8	1817	2659	+	843		Urease accessory protein UreD	FIG00001113	PLF_234_00001065	PGF_00695458	GO:0006807|nitrogen compound metabolic process;GO:0016151|nickel ion binding		
1170703.3	Brucella suis 01-5744	AQKX01000001	PATRIC	CDS	fig|1170703.3.peg.3	B985_00003	VBIBruSui228027_0003	N8GRB3	2812	3114	+	303		Urease gamma subunit (EC 3.5.1.5)	FIG00010604	PLF_234_00002183	PGF_00066218	GO:0009039|urease activity	3.5.1.5|Urease	00230|Purine metabolism;00330|Arginine and proline metabolism;00791|Atrazine degradation
1170703.3	Brucella suis 01-5744	AQKX01000001	PATRIC	CDS	fig|1170703.3.peg.4	B985_00004	VBIBruSui228027_0004	N8GRH3	3140	3268	+	129		hypothetical protein	FIG00451042	PLF_234_00002716	PGF_07584035			
1170703.3	Brucella suis 01-5744	AQKX01000001	PATRIC	CDS	fig|1170703.3.peg.5	B985_00005	VBIBruSui228027_0005	N8I278	3281	3586	+	306		Urease beta subunit (EC 3.5.1.5)	FIG00001042	PLF_234_00002817	PGF_00066216	GO:0009039|urease activity	3.5.1.5|Urease	00230|Purine metabolism;00330|Arginine and proline metabolism;00791|Atrazine degradation
1170703.3	Brucella suis 01-5744	AQKX01000001	PATRIC	CDS	fig|1170703.3.peg.6	B985_00006	VBIBruSui228027_0006	N8HZ78	3605	5317	+	1713		Urease alpha subunit (EC 3.5.1.5)	FIG00002050	PLF_234_00001453	PGF_00066215	GO:0009039|urease activity	3.5.1.5|Urease	00230|Purine metabolism;00330|Arginine and proline metabolism;00791|Atrazine degradation
1170703.3	Brucella suis 01-5744	AQKX01000001	PATRIC	CDS	fig|1170703.3.peg.7	B985_00007	VBIBruSui228027_0007	N8I3Q3	5333	5821	+	489		Urease accessory protein UreE	FIG00001136	PLF_234_00003111	PGF_00066203	GO:0006461|protein complex assembly;GO:0016151|nickel ion binding;GO:0019627|urea metabolic process		
1170703.3	Brucella suis 01-5744	AQKX01000001	PATRIC	CDS	fig|1170703.3.peg.8	B985_00008	VBIBruSui228027_0008	N8GRB8	5793	6479	+	687		Urease accessory protein UreF	FIG00001025	PLF_234_00002181	PGF_03679540	GO:0006807|nitrogen compound metabolic process;GO:0016151|nickel ion binding		
1170703.3	Brucella suis 01-5744	AQKX01000001	PATRIC	CDS	fig|1170703.3.peg.9	B985_00009	VBIBruSui228027_0009	N8GRH9	6476	7102	+	627		Urease accessory protein UreG	FIG00001001	PLF_234_00002395	PGF_00066214			
1170703.3	Brucella suis 01-5744	AQKX01000001	PATRIC	tRNA	fig|1170703.3.rna.1		VBIBruSui228027_r001		7226	7299	-	74		tRNA-Arg-ACG						
1170703.3	Brucella suis 01-5744	AQKX01000001	PATRIC	CDS	fig|1170703.3.peg.10	B985_00011	VBIBruSui228027_0010	N8I285	7459	9012	-	1554		Sensor histidine kinase	FIG00450955	PLF_234_00002951	PGF_00050442			
1170703.3	Brucella suis 01-5744	AQKX01000001	PATRIC	CDS	fig|1170703.3.peg.11	B985_00012	VBIBruSui228027_0011	N8HZ83	9369	10520	+	1152		Probable Co/Zn/Cd efflux system membrane fusion protein	FIG00001932	PLF_234_00000908	PGF_00036746	GO:0008565|protein transporter activity;GO:0009306|protein secretion;GO:0016020|membrane		
1170703.3	Brucella suis 01-5744	AQKX01000001	PATRIC	CDS	fig|1170703.3.peg.12	B985_00013	VBIBruSui228027_0012	N8I3R0	10535	13666	+	3132		RND efflux system, inner membrane transporter	FIG00132942	PLF_234_00000576	PGF_04267011			
1170703.3	Brucella suis 01-5744	AQKX01000001	PATRIC	CDS	fig|1170703.3.peg.13	B985_00015	VBIBruSui228027_0013	N8GRI5	13789	15258	-	1470		Dihydropyrimidinase (EC 3.5.2.2) @ D-hydantoinase (EC 3.5.2.2)	FIG00002320	PLF_234_00000085	PGF_06686458	GO:0004157|dihydropyrimidinase activity	3.5.2.2|Dihydropyrimidinase	00240|Pyrimidine metabolism;00410|beta-Alanine metabolism;00770|Pantothenate and CoA biosynthesis;00983|Drug metabolism - other enzymes
1170703.3	Brucella suis 01-5744	AQKX01000001	PATRIC	CDS	fig|1170703.3.peg.14	B985_00016	VBIBruSui228027_0014	N8I291	15310	16557	-	1248		Beta-ureidopropionase (EC 3.5.1.6)	FIG00019497	PLF_234_00000422	PGF_01067821	GO:0003837|beta-ureidopropionase activity	3.5.1.6|Beta-ureidopropionase	00240|Pyrimidine metabolism;00410|beta-Alanine metabolism;00770|Pantothenate and CoA biosynthesis;00983|Drug metabolism - other enzymes
1170703.3	Brucella suis 01-5744	AQKX01000001	PATRIC	CDS	fig|1170703.3.peg.15	B985_00017	VBIBruSui228027_0015	N8HZ89	16776	17459	+	684		Transcriptional regulator of pyrimidine catabolism (TetR family)	FIG00002126	PLF_234_00000143	PGF_02237971			
1170703.3	Brucella suis 01-5744	AQKX01000001	PATRIC	CDS	fig|1170703.3.peg.16	B985_00018	VBIBruSui228027_0016	N8I3R6	17456	17845	+	390		Nudix hydrolase family protein PA3470	FIG00004727	PLF_234_00003231	PGF_00026545			
1170703.3	Brucella suis 01-5744	AQKX01000001	PATRIC	CDS	fig|1170703.3.peg.17	B985_00019	VBIBruSui228027_0017	N8GRC9	17890	19200	-	1311		NAD-dependent dihydropyrimidine dehydrogenase subunit PreA (EC 1.3.1.1)	FIG00019980	PLF_234_00001008	PGF_00024414	GO:0004159|dihydrouracil dehydrogenase (NAD+) activity	1.3.1.1|Dihydrouracil dehydrogenase (NAD(+))	00240|Pyrimidine metabolism;00410|beta-Alanine metabolism;00770|Pantothenate and CoA biosynthesis
1170703.3	Brucella suis 01-5744	AQKX01000001	PATRIC	CDS	fig|1170703.3.peg.18	B985_00020	VBIBruSui228027_0018	N8GRJ2	19204	20700	-	1497		NAD-dependent dihydropyrimidine dehydrogenase subunit PreT (EC 1.3.1.1)	FIG00079648	PLF_234_00001186	PGF_00024415	GO:0004159|dihydrouracil dehydrogenase (NAD+) activity	1.3.1.1|Dihydrouracil dehydrogenase (NAD(+))	00240|Pyrimidine metabolism;00410|beta-Alanine metabolism;00770|Pantothenate and CoA biosynthesis
1170703.3	Brucella suis 01-5744	AQKX01000001	PATRIC	CDS	fig|1170703.3.peg.19	B985_00021	VBIBruSui228027_0019	N8I296	20888	21340	-	453		Carbon monoxide oxidation accessory protein CoxG	FIG01953768	PLF_234_00001849	PGF_05300545			
