genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
1274431.3	Mycobacterium tuberculosis SP21	AOUF01000001	PATRIC	source					1	69788	+	69788								
1274431.3	Mycobacterium tuberculosis SP21	AOUF01000001	PATRIC	CDS	fig|1274431.3.peg.1		VBIMycTub272758_0001		34	4719	+	4686		Polyketide synthase / Multifunctional mycocerosic acid synthase membrane-associated mas	FIG00823157	PLF_1763_00013147	PGF_00034673			
1274431.3	Mycobacterium tuberculosis SP21	AOUF01000001	PATRIC	CDS	fig|1274431.3.peg.2		VBIMycTub272758_0002		4838	6022	+	1185		hypothetical protein		PLF_1763_00002936	PGF_03162928			
1274431.3	Mycobacterium tuberculosis SP21	AOUF01000001	PATRIC	CDS	fig|1274431.3.peg.3		VBIMycTub272758_0003		6000	6752	-	753		POSSIBLE RHAMNOSYL TRANSFERASE WBBL2	FIG01317637	PLF_1763_00003835	PGF_02412913			
1274431.3	Mycobacterium tuberculosis SP21	AOUF01000001	PATRIC	CDS	fig|1274431.3.peg.4		VBIMycTub272758_0004		6832	8076	-	1245		Uncharacterized glycosyltransferase Rv1524/MT1575 (EC 2.-.-.-)		PLF_1763_00001854	PGF_00064732		2.-.-.-|Transferases.	00231|Puromycin biosynthesis
1274431.3	Mycobacterium tuberculosis SP21	AOUF01000001	PATRIC	CDS	fig|1274431.3.peg.5		VBIMycTub272758_0005		8106	8891	-	786		Fatty-acid O-methyltransferase (EC 2.1.1.15)	FIG01308437	PLF_1763_00003413	PGF_00004119	GO:0030733|fatty acid O-methyltransferase activity	2.1.1.15|Fatty-acid O-methyltransferase	
1274431.3	Mycobacterium tuberculosis SP21	AOUF01000001	PATRIC	CDS	fig|1274431.3.peg.6		VBIMycTub272758_0006		8881	9201	-	321		hypothetical protein	FIG00820233	PLF_1763_00012735	PGF_00385571			
1274431.3	Mycobacterium tuberculosis SP21	AOUF01000001	PATRIC	CDS	fig|1274431.3.peg.7		VBIMycTub272758_0007		9190	12630	+	3441		Transmembrane transport protein MmpL8/MmpL10/MmpL12	FIG01328060	PLF_1763_00054565	PGF_00060618			
1274431.3	Mycobacterium tuberculosis SP21	AOUF01000001	PATRIC	CDS	fig|1274431.3.peg.8		VBIMycTub272758_0008		12749	14494	-	1746		Polyketide synthase modules and related proteins @ Long-chain fatty-acid-AMP ligase, Mycobacterial subgroup FadD25	FIG00018699	PLF_1763_00001999	PGF_03124475			
1274431.3	Mycobacterium tuberculosis SP21	AOUF01000001	PATRIC	CDS	fig|1274431.3.peg.9		VBIMycTub272758_0009		14545	14745	+	201		hypothetical protein	FIG00820989	PLF_1763_00003527	PGF_02412540			
1274431.3	Mycobacterium tuberculosis SP21	AOUF01000001	PATRIC	CDS	fig|1274431.3.peg.10		VBIMycTub272758_0010		14734	15774	-	1041		hypothetical protein	FIG01362738	PLF_1763_00003388	PGF_03162928			
1274431.3	Mycobacterium tuberculosis SP21	AOUF01000001	PATRIC	CDS	fig|1274431.3.peg.11		VBIMycTub272758_0011		15800	15958	-	159		hypothetical protein	FIG00821350	PLF_1763_00003858	PGF_08045514			
